"","Independent","Dependent"
"1",-0.0209986766779919,-0.039763065174132
"2",-0.0389248468907729,-0.0304703753144311
"3",-0.00225954919724814,-0.0257820097492923
"4",-0.0141767804915366,0.00749587520149112
"5",-0.0168383315616049,0.00966005679030615
"6",-0.00535455847318123,-0.00384324596120668
"7",-0.00959805856158919,0.0071833437245675
"8",0.00500096613290823,-0.0192766042243296
"9",-0.0445150538675832,0.00342078713272526
"10",-0.0186515774487947,-0.016358633972225
"11",-0.0226931522655817,-0.000145707606962602
"12",0.00624912427482517,0.017154229179473
"13",0.00513530771484847,-0.00295719206169007
"14",-0.0135017913602111,0.018264105218521
"15",-0.0110545623986532,-0.0304236743254763
"16",-0.022942899173749,-0.0072535159922904
"17",-0.010886942819198,-0.0339619666223313
"18",-0.0390289754269595,-0.00546053765142022
"19",-0.0665099905605167,0.0105366419465122
"20",-0.0705071048554756,0.020383733835486
"21",-0.0227538276018374,0.0155490652678977
"22",-0.030258175238858,0.0118675737541493
"23",-0.0799823499372931,-0.0406188699624953
"24",-0.0904440411627019,-0.00250660506073897
"25",-0.0688090078076438,-0.0239086239854111
"26",-0.0614138370110588,-0.00612106464595187
"27",-0.103830280541397,-0.0311054050274894
"28",-0.104509289427732,-0.0593667571657128
"29",-0.0650738535596005,-0.0315017208590759
"30",-0.086956967566201,-0.00123834964347315
"31",-0.0809682217564402,-0.0215598572885678
"32",-0.113610391977498,0.0150728424799169
"33",-0.0555341823291706,-4.37948379763842e-05
"34",-0.0741010546400485,-0.0273457499851947
"35",-0.0548862437675522,-0.0126728625212704
"36",-0.0715967348800479,-0.0316788480786463
"37",-0.0525569158568006,-0.00639758626003323
"38",-0.0978865924571203,-0.0673301204126997
"39",-0.0985336416817243,-0.0202974275457521
"40",-0.0815086443323427,-0.0234667459651032
"41",-0.0405733112701798,-0.0352780783363676
"42",-0.0638405597982132,0.00642071716613744
"43",-0.0128255124918295,-0.0107742849277642
"44",-0.0391221282262232,-0.017539947470389
"45",-0.0266885684012044,-0.030355460978331
"46",-0.042759921360827,-0.0388218890126977
"47",-0.051057368729017,-0.0106886502301857
"48",-0.0255161165306824,0.00235601933833275
"49",-0.0361824729621274,0.0270633148733216
"50",-0.0534591792543811,-0.0243745494110679
"51",-0.0443838035247286,0.027526744025696
"52",-0.0418559933086721,0.0250420085900712
"53",-0.0321548814430582,0.00474512363645924
"54",-0.0100852565304897,-0.0140891890050605
"55",-0.0258826850246635,0.00543632236639472
"56",-0.00885005913338818,-0.00663060259066536
"57",-0.0215808599512066,0.00969150586727986
"58",-0.020488632999869,-0.0118102043321718
"59",-0.0113311774752667,-0.0157655163481716
"60",-0.000676173370580794,-0.0152938177985897
"61",-0.0178578829054828,-0.00288677943741031
"62",-0.0181014264611421,-0.00378657726949286
"63",0.00240614637877606,0.000748651743217617
"64",0.0254925620607147,-0.00495708190673221
"65",0.00241745674768165,-0.0125633242944699
"66",0.0292507400007532,0.00461964737293236
"67",0.0198465713113439,-0.00193103266324657
"68",0.00420334210377281,0.0113881322109887
"69",-0.0156458551073479,-0.0203985896874809
"70",-0.00100827835259684,0.00094862747404481
"71",0.00223124203844027,-0.00291299757926576
"72",0.0195870944374279,0.0150961790639647
"73",0.0230088114968596,-0.0244152381111465
"74",0.0315224121004718,-0.0437559616913912
"75",0.00585753744814759,-0.0326035051468065
"76",-0.00449431186597661,0.00906102535666133
"77",-0.0159190388171158,-0.0364772139985523
"78",-0.0318161089200072,-0.0324452092803448
"79",-0.0227088845270304,-0.0468887116402985
"80",0.019312903420508,-0.0357652895907577
"81",-0.00889907384317002,-0.0601720902634536
"82",-0.0126872450880057,-0.0533018138447421
"83",-0.0117285595692763,-0.00919540698170587
"84",-0.0386793185872117,-0.0149073398340615
"85",-0.0188597571698216,-0.0595226624528472
"86",-0.0347468301812378,-0.106428866505426
"87",0.00234607164609279,-0.123219275455377
"88",0.00377872384554286,-0.0975243435630294
"89",-0.0429950539789807,-0.0648787056205291
"90",-0.0298402985052162,-0.0820714590948591
"91",-0.0645833784412945,-0.0800194212810289
"92",-0.0385339475916372,-0.082556342582438
"93",-0.0315209853003872,-0.0639331208094377
"94",-0.0578560101068817,-0.0561668803441114
"95",-0.0786108840122033,-0.0491235311229723
"96",-0.111936206679653,-0.0442115600420246
"97",-0.0727170196304556,-0.0496716779572741
"98",-0.0450384173253829,-0.0498915031705583
"99",-0.00942370728287934,-0.0534374731548684
"100",-0.0279406618906286,-0.0568474185361942
"101",-0.0270267770717949,-0.0773606403840492
"102",-0.0581036099100719,-0.0666888150853717
"103",-0.00611912415069029,-0.0605695681838926
"104",-0.0611955724810985,-0.0855018242746757
"105",-0.0542690362692401,-0.0907758525373515
"106",-0.0512344457806445,-0.0600272323981965
"107",-0.00848601420000242,-0.0708550504784294
"108",-0.0595916815144055,-0.0826050719436511
"109",-0.0419191013369622,-0.0696531396888006
"110",-0.0266523051689572,-0.0446140928122885
"111",-0.0476846557188882,-0.056857929809988
"112",-0.0153531024015236,-0.0594521982052146
"113",-0.0292551958584463,-0.0971665330488749
"114",-0.0128402691044894,-0.0972277195234725
"115",0.000213098972892384,-0.0642587638111019
"116",-0.0390460949150723,-0.0516518765185139
"117",-0.049940338905738,-0.0388961714556095
"118",-0.0607962967304203,-0.049079607551806
"119",-0.0517491504907387,-0.0118886143907333
"120",-0.0472964003016671,0.00355852107329857
"121",-0.0415667732026251,-0.0182837727323479
"122",-0.0537228766686678,-0.0364268256939888
"123",-0.0099131864449835,-0.0327214092884476
"124",-0.0306072720286594,-0.0525716618580554
"125",-0.0434902878031596,-0.0345275716528148
"126",-0.0122801340509335,-0.0349640264321315
"127",0.00810108769576742,-0.0453704187311929
"128",-0.0117497144110841,-0.0383361272095925
"129",-0.042279942343861,-0.061377162545871
"130",-0.034536514093717,-0.0818521675587794
"131",-0.0565369037313005,-0.0659722965246352
"132",-0.0582140612406066,-0.0575710322042901
"133",-0.0445183358506792,-0.0438847051352758
"134",-0.0463945366856383,-0.0377743427993778
"135",-0.0781931435064492,-0.0423705991890308
"136",-0.0813289106070718,-0.0312747653845859
"137",-0.0330474026069925,-0.0319959251623616
"138",-0.0785982585122576,-0.04286793319453
"139",-0.0744767861034454,-0.0491148879604748
"140",-0.0772870997715198,-0.0572987750181511
"141",-0.0749376465416671,-0.0403302353845791
"142",-0.0626157391838947,-0.0396630432509063
"143",-0.0465684263410736,-0.0355191025286053
"144",-0.0713755893034297,-0.035163775567441
"145",-0.0483056535854925,-0.04498656993311
"146",-0.0699551705113957,-0.0414698611046899
"147",-0.0612244890993335,-0.0386193021865742
"148",-0.0825465946755567,-0.01149715617458
"149",-0.0581330000197881,-0.0252383355279595
"150",-0.0923870564265401,-0.00355619507560588
"151",-0.0484743976167609,0.0247530883083914
"152",-0.035218698805531,-0.00494124417879606
"153",-0.018336716806051,0.00384958437947441
"154",-0.0340536669043242,0.00715709964831986
"155",-0.0372903465893727,-0.00830278610755451
"156",-0.0481757514169126,-0.0153148130937872
"157",-0.0293422981242608,-0.0193548718395672
"158",-0.0580313604692176,-0.0122662027703289
"159",-0.0367632323716575,0.00226814333167988
"160",-0.0173222535889185,-0.020132089856643
"161",-0.0196177818702053,-0.00376042513598161
"162",-0.0172772485993788,-0.037968327043448
"163",-0.0353697804478203,-0.0229009848864062
"164",-0.0735285472820447,-0.0231218142601512
"165",-0.0453893834124095,0.000899680322771766
"166",-0.0260971220894902,-0.015106668067108
"167",-0.0607839867072082,-0.025637964300466
"168",-0.0559080243460146,-0.0439685223456941
"169",-0.0751969147925407,-0.00456817608524331
"170",-0.0543709275779232,-0.0249448104719509
"171",-0.0454114070647222,-0.0436669387872139
"172",-0.0277756927407154,-0.0531651065959786
"173",-0.0385493209558861,-0.0750508327985871
"174",-0.0840590037494067,-0.0579274661060899
"175",-0.0514666646680743,-0.0574607253482724
"176",-0.0441237248778755,-0.0581407858433497
"177",-0.00803712390632558,-0.0724310471981499
"178",0.00719789042962538,-0.0919255023433429
"179",-0.010313177575376,-0.0632643036321554
"180",-0.0204314793052023,-0.0391129691684439
"181",-0.0128125043927782,-0.0407224959956604
"182",-0.0223748835659483,-0.014882222482512
"183",-0.0166016379765276,-0.0422131209941706
