"","V1","V2","V3"
"1",51.0566353115044,0,1
"2",51.076375403392,1.72413793103448,1
"3",51.0841353352863,3.44827586206897,1
"4",51.0983136459553,5.17241379310345,1
"5",51.0619965033901,6.89655172413793,1
"6",51.0934653326936,8.62068965517241,1
"7",51.0761392179487,10.3448275862069,1
"8",51.0582176260757,12.0689655172414,1
"9",51.0743373730758,13.7931034482759,1
"10",51.1089108837323,15.5172413793103,1
"11",51.0457495255866,17.2413793103448,1
"12",51.0569472488212,18.9655172413793,1
"13",51.0575644698232,20.6896551724138,1
"14",51.0401967191866,22.4137931034483,1
"15",51.0334692096968,24.1379310344828,1
"16",51.0375733244156,25.8620689655172,1
"17",51.0338375223616,27.5862068965517,1
"18",51.0075072953371,29.3103448275862,1
"19",51.0570871842774,31.0344827586207,1
"20",51.0141496110945,32.7586206896552,1
"21",51.0599474315502,34.4827586206897,1
"22",51.0377167515721,36.2068965517241,1
"23",51.0096092183013,37.9310344827586,1
"24",51.030445896257,39.6551724137931,1
"25",51.0083657305033,41.3793103448276,1
"26",51.0214417564209,43.1034482758621,1
"27",51.0008403445991,44.8275862068965,1
"28",50.995131195184,46.551724137931,1
"29",51.0055991021369,48.2758620689655,1
"30",51.0180555007675,50,1
"31",51.0844432458921,0,1.18965517241379
"32",51.0691200961454,1.72413793103448,1.18965517241379
"33",51.0867999262198,3.44827586206897,1.18965517241379
"34",51.0862273524812,5.17241379310345,1.18965517241379
"35",51.0732256550898,6.89655172413793,1.18965517241379
"36",51.0726721601521,8.62068965517241,1.18965517241379
"37",51.1150267112376,10.3448275862069,1.18965517241379
"38",51.0654441843176,12.0689655172414,1.18965517241379
"39",51.0906560753823,13.7931034482759,1.18965517241379
"40",51.0568471515976,15.5172413793103,1.18965517241379
"41",51.0819205872735,17.2413793103448,1.18965517241379
"42",51.0579907228069,18.9655172413793,1.18965517241379
"43",51.0513669461529,20.6896551724138,1.18965517241379
"44",51.0601253770618,22.4137931034483,1.18965517241379
"45",51.0502670520569,24.1379310344828,1.18965517241379
"46",51.0398862310703,25.8620689655172,1.18965517241379
"47",51.0369018049242,27.5862068965517,1.18965517241379
"48",51.0112650044047,29.3103448275862,1.18965517241379
"49",51.0289652150334,31.0344827586207,1.18965517241379
"50",51.0352915680718,32.7586206896552,1.18965517241379
"51",51.0442676965512,34.4827586206897,1.18965517241379
"52",51.0410627279388,36.2068965517241,1.18965517241379
"53",51.0011792816549,37.9310344827586,1.18965517241379
"54",51.0208070908571,39.6551724137931,1.18965517241379
"55",51.0126970903698,41.3793103448276,1.18965517241379
"56",51.0336807101493,43.1034482758621,1.18965517241379
"57",51.0148412674204,44.8275862068965,1.18965517241379
"58",51.0263832560915,46.551724137931,1.18965517241379
"59",51.0156280938414,48.2758620689655,1.18965517241379
"60",51.0134963489577,50,1.18965517241379
"61",51.0788191754212,0,1.37931034482759
"62",51.0779864958533,1.72413793103448,1.37931034482759
"63",51.0980665773396,3.44827586206897,1.37931034482759
"64",51.067869212616,5.17241379310345,1.37931034482759
"65",51.0736747165213,6.89655172413793,1.37931034482759
"66",51.1003372228494,8.62068965517241,1.37931034482759
"67",51.0793544152568,10.3448275862069,1.37931034482759
"68",51.1067037482316,12.0689655172414,1.37931034482759
"69",51.1088680671746,13.7931034482759,1.37931034482759
"70",51.0463960142962,15.5172413793103,1.37931034482759
"71",51.0949928475439,17.2413793103448,1.37931034482759
"72",51.0785076364903,18.9655172413793,1.37931034482759
"73",51.0784525069509,20.6896551724138,1.37931034482759
"74",51.0671411939168,22.4137931034483,1.37931034482759
"75",51.0510696965593,24.1379310344828,1.37931034482759
"76",51.0175536999257,25.8620689655172,1.37931034482759
"77",51.0264842275438,27.5862068965517,1.37931034482759
"78",51.0371965151716,29.3103448275862,1.37931034482759
"79",51.0384032694191,31.0344827586207,1.37931034482759
"80",51.025797405642,32.7586206896552,1.37931034482759
"81",51.0203985663665,34.4827586206897,1.37931034482759
"82",51.042330891792,36.2068965517241,1.37931034482759
"83",51.0070461533343,37.9310344827586,1.37931034482759
"84",51.0238906262276,39.6551724137931,1.37931034482759
"85",51.022129484615,41.3793103448276,1.37931034482759
"86",51.0418178076413,43.1034482758621,1.37931034482759
"87",51.0235189151739,44.8275862068965,1.37931034482759
"88",51.015091274251,46.551724137931,1.37931034482759
"89",50.9825997368447,48.2758620689655,1.37931034482759
"90",51.025214771783,50,1.37931034482759
"91",51.0843082768858,0,1.56896551724138
"92",51.0852612374954,1.72413793103448,1.56896551724138
"93",51.0897154031514,3.44827586206897,1.56896551724138
"94",51.0606733284095,5.17241379310345,1.56896551724138
